Sex,Age,ChargeDegree,DaysInJail,DaysInCustody,Priors,Label
Male,28,F,1,106,23,0
Female,26,F,0,0,3,1
Male,48,F,1,1,4,0
Male,20,F,0,1980,2,1
Male,34,F,17,17,9,1
Male,26,M,1,2,1,0
Male,46,F,115,74,11,1
Male,21,F,6,1,1,1
Female,27,F,62,62,2,1
Male,21,M,17,247,5,1
Male,29,F,14,14,1,0
Male,46,F,1,1,4,0
Female,51,M,0,0,2,0
Male,57,M,0,0,8,1
Male,33,F,1,1,4,1
Male,23,F,143,161,5,1
Male,29,F,1,55,5,0
Male,22,M,9,1,0,1
Male,56,M,13,13,10,1
Female,33,M,4,0,1,1
Male,27,F,1,1,0,1
Male,31,M,3,3,1,0
Male,40,F,0,2,3,1
Male,48,M,0,1,0,0
Male,32,F,3,18,13,1
Male,68,F,26,26,1,0
Male,32,F,0,1,1,0
Male,19,F,0,0,3,1
Male,23,F,1,70,6,1
Male,39,F,181,181,24,1
Male,25,F,0,73,1,0
Male,42,F,0,7,6,1
Male,29,M,43,43,1,0
Male,38,M,1,1,2,0
Male,32,F,6,0,13,1
Male,23,M,0,1,4,1
Male,58,F,1,44,10,1
Male,42,F,0,0,9,1
Male,52,F,13,344,3,0
Male,26,F,8,4,1,1
Male,33,F,0,1,1,0
Male,33,F,0,0,2,1
Male,23,M,1,1,0,1
Male,25,F,19,0,5,1
Male,32,F,5,15,0,1
Male,34,F,40,27,14,1
Female,29,M,1,2,0,0
Male,38,F,0,2,19,1
Male,27,F,34,35,6,1
Male,25,M,1,1,0,1
Female,31,F,1,42,4,1
Male,30,F,64,65,8,1
Male,59,F,5,10,8,0
Female,33,M,0,0,6,1
Male,27,F,39,18,6,1
Male,43,F,47,48,4,0
Female,24,F,0,0,3,0
Male,45,M,6,56,13,1
Male,23,F,18,19,1,1
Female,40,F,55,55,5,0
Female,23,F,2,2,0,0
Male,39,F,1,1,3,0
Female,26,F,33,34,5,1
Male,30,F,65,65,5,0
Male,44,F,11,12,0,0
Male,21,F,20,22,1,1
Male,23,M,1,2,0,0
Female,49,F,0,1,1,0
Male,23,F,53,8,3,1
Male,24,F,75,247,1,1
Female,21,F,0,1,1,1
Female,37,F,6,153,7,1
Male,28,F,10,10,2,1
Male,42,M,40,41,2,0
Male,23,F,9,6,9,1
Female,24,F,1,1,2,1
Male,24,M,506,506,3,1
Male,25,F,0,118,1,0
Male,33,M,1,1,1,1
Male,26,M,85,86,28,1
Male,26,M,1,1,3,0
Male,46,F,1,7,0,0
Female,38,M,1,34,1,1
Female,38,M,1,1,0,0
Male,27,F,4,1,7,1
Male,48,F,1,2,6,0
Female,31,F,27,21,2,1
Male,28,M,51,52,5,1
Male,30,F,1,1,7,0
Male,25,M,1,28,7,1
Male,27,F,27,28,8,1
Male,55,M,1,1,0,0
Male,40,F,30,30,5,1
Male,50,F,1,228,26,1
Male,28,F,243,244,11,1
Male,20,F,0,36,3,1
Male,33,M,54,54,10,1
Male,31,F,4,5,15,1
Female,57,M,77,78,0,0
Male,25,M,7,7,0,0
Male,22,F,11,7,11,1
Male,31,F,15,1,3,1
Male,43,F,0,1,7,0
Female,25,M,0,5,0,0
Male,39,M,0,1,1,0
Male,20,F,2,2,0,1
Male,35,M,0,1,2,0
Male,34,M,1,4,1,1
Male,27,F,178,179,19,1
Male,37,F,155,160,1,1
Female,38,F,0,1,3,1
Male,21,F,0,29,0,1
Male,53,M,8,8,6,1
Female,50,F,13,104,4,0
Female,23,M,1,1,1,0
Male,27,F,24,24,3,1
Male,22,F,6,7,0,1
Male,27,M,0,1,0,1
Male,29,F,0,1,5,1
Male,38,M,3,4,1,0
Female,54,F,0,0,2,0
Male,26,F,57,57,1,1
Male,37,F,1,0,37,1
Male,36,M,0,0,28,1
Male,28,F,12,18,18,1
Male,49,M,1,2,1,0
Male,36,F,0,1,11,0
Female,41,F,1,1,0,0
Male,26,F,0,12,10,1
Male,40,F,0,1,10,0
Male,29,M,0,0,9,0
Male,21,F,10,41,8,1
Male,33,F,0,32,0,0
Male,26,F,19,1,7,0
Female,27,M,3,4,0,1
Male,35,F,0,1,1,0
Male,37,M,2,2,3,1
Female,31,F,61,1,3,0
Male,36,F,0,3,27,1
Female,32,M,2,2,0,0
Male,52,F,0,1,1,0
Male,24,M,2,2,1,0
Male,38,F,1,6,0,0
Male,54,F,1,1,11,0
Male,71,F,0,1,13,0
Male,27,F,0,7,17,1
Female,39,F,39,39,1,0
Male,34,M,0,1,1,1
Male,23,M,4,5,0,1
Male,46,M,0,1,9,1
Female,36,F,0,0,5,1
Male,55,F,0,1,0,0
Male,27,F,8,9,0,0
Male,23,F,0,0,5,1
Male,20,F,0,144,2,1
Female,31,F,1,6,12,0
Male,24,F,37,37,8,0
Female,37,F,1,1,2,1
Male,25,M,33,34,0,1
Male,33,M,0,1,3,0
Male,41,M,0,0,4,1
Male,37,F,0,1,0,1
Male,46,F,0,11,2,0
Female,56,F,41,3,10,1
Male,23,F,0,6,0,1
Female,23,F,1,5,1,1
Male,25,F,0,1924,0,1
Male,24,F,1,1,1,1
Male,35,F,1,1,27,0
Male,24,F,10,118,2,1
Male,23,F,14,1,0,1
Male,43,F,1,1,2,0
Male,24,F,57,58,1,1
Male,21,F,1,1,1,0
Male,31,M,9,9,0,0
Male,33,F,1,71,3,1
Female,35,F,1,1,1,0
Male,50,M,28,10,9,1
Male,28,M,0,1,0,0
Male,44,M,2,1,0,1
Female,48,F,32,33,2,0
Male,19,F,0,1,7,1
Male,23,M,45,1,2,0
Male,24,F,0,63,4,1
Male,50,F,1,0,2,0
Male,31,M,21,22,0,0
Female,28,F,0,2,0,1
Male,21,M,97,97,0,1
Male,21,F,0,1,0,1
Male,24,M,1,1,0,1
Male,31,F,1,2,3,1
Male,27,F,0,0,0,1
Male,32,M,0,0,0,0
Male,75,F,30,22,1,1
Male,28,F,77,145,7,1
Male,67,M,1,1,0,0
Female,32,F,0,0,11,0
Male,44,F,1,4,7,0
Male,25,F,0,1926,1,1
Female,30,M,1,0,15,1
Male,28,M,0,5,10,0
Male,27,F,3,0,0,1
Male,36,F,0,0,4,0
Male,36,M,1,0,8,0
Female,25,M,2,2,0,0
Male,31,F,1,2,5,1
Male,30,M,0,0,0,1
Male,33,F,7,8,4,0
Male,38,M,0,0,0,0
Male,26,M,0,0,1,1
Male,52,F,6,7,5,1
Female,22,M,2,33,2,1
Male,50,F,0,1,0,0
Male,37,F,0,1,4,0
Male,58,F,0,0,1,1
Male,34,M,1,165,3,1
Male,32,F,0,25,1,1
Male,29,M,1,2,0,1
Male,39,F,18,19,5,0
Male,24,F,1,7,0,0
Male,38,M,1,2,9,0
Male,52,F,0,1,7,0
Male,56,M,1,4,3,1
Male,46,F,36,36,7,1
Male,38,F,3,44,5,1
Male,47,M,63,63,3,0
Male,32,F,0,1,0,0
Male,34,M,0,1,28,0
Male,42,F,2,55,5,0
Female,35,M,2,2,0,1
Male,20,F,6,7,0,1
Female,32,F,32,2,2,1
Male,21,M,0,1,1,0
Male,24,M,123,124,1,1
Male,55,F,27,28,2,0
Male,26,M,0,4,0,1
Male,52,F,39,39,8,0
Male,52,F,11,26,16,1
Male,37,F,1,1,3,1
Male,45,M,0,0,0,0
Male,23,M,39,21,1,0
Female,36,F,27,58,3,1
Female,29,F,0,1,0,0
Male,21,F,0,3,0,0
Male,20,M,1,1,6,1
Male,27,F,4,2,12,0
Male,28,F,0,1,13,1
Male,38,M,0,1,4,0
Male,30,F,0,1,0,0
Female,19,F,434,434,1,1
Female,37,F,1,1,1,0
Male,34,M,2,2,0,1
Male,37,F,69,70,7,1
Male,21,F,1,7,2,0
Male,21,F,7,56,0,1
Female,38,F,0,33,3,0
Male,47,M,1,1,1,0
Male,56,F,191,191,3,0
Male,27,F,246,11,2,1
Male,23,M,1,30,0,0
Male,57,F,2,2,0,0
Male,25,F,12,13,10,0
Female,23,F,116,116,2,1
Male,32,F,2,1,8,1
Female,36,M,0,1,2,0
Male,41,M,0,1,5,0
Male,31,F,49,50,2,0
Female,39,F,1,1,0,0
Male,21,F,1,10,1,1
Male,43,F,61,62,8,1
Male,31,M,2,1,2,0
Male,27,F,1,2,0,0
Male,22,F,16,16,2,1
Male,59,F,18,19,2,0
Female,33,F,29,9,0,1
Male,39,F,194,81,21,0
Female,43,F,2,15,2,0
Male,25,F,101,13,5,1
Male,36,M,83,83,24,1
Male,23,F,3,4,3,1
Female,43,M,1,1,3,1
Male,56,M,19,52,9,1
Female,20,F,3,4,1,1
Male,50,M,0,6,2,1
Male,24,M,2,3,2,1
Female,54,M,3,3,1,0
Male,20,F,1,23,1,1
Male,36,M,45,257,3,1
Female,36,F,0,1,3,1
Male,56,M,1,2,0,0
Male,25,M,0,35,28,1
Male,25,F,1,1,3,0
Female,42,F,21,21,1,1
Male,48,F,1,14,4,0
Male,34,M,5,235,22,1
Male,28,F,0,1,0,0
Male,32,F,1,24,1,0
Female,31,F,1,2,2,0
Female,24,F,5,35,4,1
Female,25,F,0,40,0,1
Male,37,F,35,6035,20,1
Male,24,F,1,2,1,1
Male,25,F,49,50,12,1
Male,35,F,0,0,1,0
Female,21,F,33,5,0,1
Female,27,F,2,34,0,1
Male,28,F,0,1,4,0
Male,23,M,0,84,0,1
Male,22,F,33,63,3,0
Male,30,F,62,185,5,1
Male,44,F,6,7,5,0
Male,57,F,17,17,1,0
Male,22,F,5,5,1,1
Male,24,F,68,60,7,1
Male,35,F,1,13,2,0
Male,53,M,2,28,1,1
Male,60,F,0,1,13,0
Female,22,F,1,1,2,0
Male,72,F,0,0,7,0
Male,33,F,3,4,3,1
Male,24,F,0,24,1,1
Male,60,F,218,13,0,0
Male,24,F,7,7,3,1
Male,30,M,2,2,1,0
Female,43,M,29,30,0,0
Male,48,M,5,6,1,0
Male,45,M,2,2,1,0
Male,36,F,3,4,0,0
Male,31,M,0,5,1,0
Male,40,M,2,2,0,0
Female,26,M,0,0,1,0
Male,41,F,0,1,7,0
Male,34,F,0,1,6,1
Female,28,F,2,17,0,0
Male,30,F,47,48,1,0
Male,23,F,0,10,4,1
Female,37,M,1,1,0,1
Male,35,M,0,0,5,0
Male,21,F,48,202,2,1
Male,45,F,62,62,1,0
Female,22,M,34,10,3,1
Male,29,F,35,36,6,1
Male,45,M,92,93,3,1
Female,24,F,1,5,2,0
Male,31,F,29,0,4,1
Female,44,F,0,16,4,1
Male,24,F,180,62,18,1
Male,38,F,18,18,11,0
Male,51,F,34,145,22,1
Male,47,F,212,153,20,1
Male,51,M,30,1,0,1
Male,25,M,42,4,1,0
Male,53,F,1,0,1,0
Male,30,F,2,2,0,0
Male,33,F,0,28,0,1
Male,35,F,225,242,5,1
Female,33,F,1,2,0,0
Female,33,F,84,85,1,0
Male,27,F,132,132,2,1
Female,29,F,14,15,9,1
Male,26,F,241,242,11,1
Male,24,F,44,44,6,1
Male,37,M,0,2,11,1
Male,53,F,91,91,13,0
Male,43,F,38,5,4,0
Female,30,M,0,0,1,0
Male,27,F,1,1,6,1
Male,39,F,1,178,9,1
Male,37,M,0,58,4,1
Male,22,M,10,21,3,1
Male,25,F,2,2,0,0
Male,26,F,0,1,1,0
Male,25,M,1,2,0,1
Male,58,F,3,10,1,0
Female,29,M,2,23,1,1
Male,33,F,2,3,8,0
Male,38,F,19,19,2,0
Male,59,F,69,26,22,1
Male,29,M,0,1,4,1
Male,53,M,3,4,0,1
Male,58,M,0,1,1,0
Male,25,F,321,321,13,1
Male,53,F,40,41,2,0
Male,32,M,17,1,0,1
Male,35,F,10,11,6,1
Male,39,F,1,1,1,0
Male,36,M,14,14,1,0
Female,42,M,6,17,5,1
Male,39,F,3,3,0,0
Female,52,M,0,0,3,0
Male,60,M,1,1,1,0
Male,42,F,17,18,4,1
Male,23,F,1,1,6,1
Female,42,M,0,1,0,1
Female,28,F,35,36,2,0
Male,28,F,0,0,5,0
Male,38,F,0,1,12,0
Female,43,F,1,1,2,1
Male,32,F,37,72,7,1
Female,35,M,28,29,1,0
Male,37,F,126,127,0,0
Female,33,F,0,0,2,0
Female,51,F,8,19,4,0
Male,39,F,2,3,3,0
Male,35,M,2,1,5,1
Male,40,F,13,13,3,0
Male,32,F,0,0,17,1
Male,18,F,1,1,9,1
Male,32,F,0,24,3,1
Male,32,F,0,1,10,1
Male,47,M,0,12,5,1
Male,63,F,2,2,10,1
Male,38,F,241,242,17,1
Male,32,M,2,0,6,1
Male,31,F,24,25,4,1
Male,38,M,126,126,1,0
Female,47,M,0,0,0,0
Male,33,F,10,10,1,1
Male,22,F,8,9,1,0
Male,26,M,7,8,1,0
Male,40,M,0,0,0,1
Male,36,F,173,368,24,1
Female,65,M,1,1,0,0
Male,44,M,1,39,4,1
Female,38,F,0,1,0,0
Female,26,F,0,20,4,1
Male,20,M,23,23,0,1
Male,49,F,0,1,0,0
Male,56,F,49,22,7,0
Male,52,F,4,306,2,1
Male,34,F,4,4,5,0
Male,21,F,0,17,4,0
Male,46,F,5,5,9,0
Male,22,M,78,79,2,1
Male,57,M,1,12,1,0
Male,22,F,0,118,3,1
Female,48,M,1,47,1,1
Male,40,F,29,30,21,0
Female,30,F,0,1,1,0
Male,21,M,33,242,5,1
Female,39,F,3,4,24,1
Male,27,F,70,70,13,1
Female,33,M,1,35,0,1
Male,43,F,1,1,0,1
Female,45,M,1,1,0,0
Male,51,F,2,2,3,0
Female,35,F,31,24,2,1
Male,31,M,0,1,9,1
Male,49,M,0,1,0,0
Male,29,F,27,27,2,0
Male,23,F,1,122,3,1
Male,30,M,0,1,6,0
Male,55,F,69,78,12,1
Male,30,M,56,7,0,0
Male,34,F,0,1,13,1
Male,56,F,1,1,2,0
Male,33,F,0,1,4,0
Male,28,M,1,1,1,0
Male,29,F,40,41,1,0
Female,33,M,0,1,0,1
Male,30,F,0,0,0,0
Male,51,F,13,6,21,0
Male,65,M,0,21,7,0
Female,32,M,0,1,1,0
Male,38,F,0,39,5,1
Male,57,F,0,1,1,0
Male,26,F,0,0,1,0
Female,23,M,1,36,11,1
Female,36,M,1,2,6,1
Female,33,F,9,107,2,1
Male,35,F,1,45,3,1
Male,33,F,0,7,0,0
Male,35,M,4,4,1,1
Female,36,F,0,13,1,1
Male,52,F,149,3,10,0
Male,23,M,276,277,3,1
Male,34,M,7,8,7,0
Male,51,F,2,33,6,1
Male,24,F,214,215,12,1
Male,32,F,0,39,0,1
Male,43,F,348,15,8,1
Male,45,M,46,33,22,0
Male,42,M,0,1,10,1
Male,22,F,6,6,1,1
Male,49,F,1,21,4,0
Male,42,F,33,33,0,1
Male,40,M,29,30,0,1
Male,25,F,0,173,3,1
Male,25,M,2,2,0,1
Male,23,F,2,190,0,0
Male,31,M,0,0,3,0
Male,24,F,51,51,11,1
Male,45,F,37,40,0,0
Male,23,M,1,1,2,1
Male,39,F,0,35,7,1
Male,25,F,42,32,2,0
Male,24,F,0,1,2,0
Male,46,F,1,2,1,0
Male,47,F,2,2,3,0
Male,54,M,0,0,2,1
Male,22,M,0,1,2,1
Female,34,M,1,1,0,0
Male,33,M,0,0,0,1
Male,29,F,0,67,17,1
Male,34,M,5,3,3,0
Male,32,F,0,116,1,0
Female,25,M,0,1,2,1
Male,34,F,1,1,16,1
Female,55,F,0,1,1,0
Male,27,F,0,12,0,1
Male,39,F,179,180,24,1
Female,31,F,1,1,3,1
Male,50,F,242,243,13,1
Male,25,F,0,14,2,1
Male,31,F,2,29,4,1
Male,26,F,0,1,3,0
Male,54,F,97,97,2,0
Male,33,F,0,1,14,1
Male,35,F,239,239,9,0
Female,30,F,1,48,4,1
Male,44,F,0,94,0,1
Female,29,F,8,9,2,1
Male,46,F,2,1429,2,1
Male,53,M,4,4,0,0
Female,52,F,1,1,2,1
Male,38,F,0,242,8,0
Male,32,F,5,3,4,0
Male,24,F,1,1,10,1
Male,50,F,424,425,9,1
Female,32,M,1,1,3,0
Male,40,F,1,5,13,0
Male,42,F,118,118,1,0
Male,37,M,1,2,22,1
Male,32,M,3,4,1,1
Male,38,M,6,7,2,1
Male,52,M,1,1,4,1
Male,29,F,3,4,2,0
Male,26,F,0,0,2,1
Female,34,F,31,31,0,1
Female,28,F,9,1,1,0
Male,36,F,37,38,4,1
Male,45,F,47,6,1,1
Male,30,F,0,3,0,1
Male,24,F,1,58,3,1
Male,25,M,0,46,0,1
Male,25,M,9,1,4,1
Male,45,F,0,1,2,0
Male,26,F,3,18,1,1
Male,37,F,28,29,2,0
Male,24,M,1,2,0,0
Male,40,M,1,2,2,0
Female,33,F,0,1,0,0
Male,53,F,1,1,18,0
Male,55,M,5,6,0,0
Male,30,F,17,30,6,1
Male,21,F,15,134,1,1
Female,23,F,0,1,1,0
Female,24,M,125,1,8,1
Female,40,F,107,27,13,1
Male,57,F,58,70,9,1
Male,33,M,0,4,0,1
Male,32,F,1,1,2,0
Male,47,F,13,57,3,0
Male,51,M,18,19,6,1
Male,22,F,1,1,2,0
Male,47,F,1,2,2,0
Male,28,F,0,1,1,1
Male,21,F,41,42,2,1
Male,28,F,34,93,5,0
Female,44,M,6,1,1,1
Male,25,F,2,3,0,1
Male,34,M,0,1,4,0
Male,65,M,0,23,0,0
Male,33,F,119,119,5,1
Female,44,M,0,1,0,0
Male,21,F,527,39,2,1
Male,24,M,0,1,1,0
Male,39,F,0,1,6,0
Male,29,F,5,68,29,1
Female,23,F,2,2,0,1
Male,31,F,0,1,13,1
Male,34,F,69,1,8,0
Female,39,F,3,1,4,0
Male,29,M,5,5,6,0
Male,22,F,236,237,2,0
Male,29,F,22,23,2,0
Male,35,F,252,24,8,1
Male,32,F,2,3,6,1
Male,33,M,11,22,3,1
Male,58,F,1,414,5,1
Male,54,F,27,28,0,0
Male,30,F,1,11,3,0
Male,33,F,28,30,2,1
Male,24,F,10,10,0,1
Male,48,F,175,175,10,0
Male,23,M,3,3,0,0
Male,23,F,15,1,2,1
Male,21,F,2,4,0,0
Male,48,F,0,1,2,0
Male,37,M,82,2,4,1
Male,50,F,14,14,3,0
Male,19,F,1,262,3,1
Male,49,F,0,1,15,0
Male,58,F,5,5,2,0
Male,31,F,0,18,6,0
Male,23,M,0,1,3,0
Female,23,F,0,1,0,1
Male,31,F,1,41,17,1
Male,33,F,83,1,0,1
Male,57,F,1,1,6,0
Male,57,F,3,0,19,0
Male,57,M,3,0,12,0
Male,29,M,0,1,6,1
Male,45,F,0,1,11,0
Male,42,F,0,0,0,0
Male,48,F,0,1,7,0
Male,29,F,12,12,14,1
Male,23,F,7,7,0,0
Male,25,M,1,1504,1,1
Female,34,M,10,10,3,0
Female,28,F,1,0,1,1
Male,39,F,40,40,4,0
Female,55,F,36,37,6,0
Male,27,F,50,35,4,1
Male,30,F,0,0,8,1
Male,31,M,4,5,19,1
Male,20,M,0,67,2,1
Male,26,F,0,23,2,1
Male,44,F,27,46,7,1
Male,34,F,1,6,0,1
Male,29,F,1,1,4,0
Male,27,F,4,5,7,0
Female,24,F,1,7,0,0
Male,29,F,0,1,0,1
Female,23,F,0,43,0,0
Female,48,M,0,0,0,0
Male,34,M,0,0,0,1
Male,46,M,1,0,1,1
Female,41,F,1,1,3,0
Male,26,F,0,10,3,1
Male,37,F,1,243,11,1
Female,54,F,20,20,7,0
Female,22,F,0,1,2,0
Male,32,F,0,1,7,0
Male,28,F,48,49,1,0
Male,60,M,0,1,3,0
Male,32,F,57,57,9,0
Male,30,M,1,2,10,1
Male,52,F,1,1,0,0
Male,34,F,1,2,0,0
Male,55,F,3,4,5,1
Male,22,F,0,76,0,1
Male,20,F,0,12,2,1
Male,33,F,53,54,0,0
Male,26,M,2,2,0,0
Male,32,M,0,0,1,0
Male,37,M,0,1,4,0
Male,31,F,104,0,15,0
Male,29,F,0,9,6,1
Male,31,F,41,36,6,0
Female,36,F,1,2,2,0
Male,35,M,6,6,4,0
Female,37,F,8,9,1,0
Male,34,M,6,6,5,1
Male,20,M,1,1,1,1
Female,50,M,434,435,12,1
Male,24,F,35,35,10,1
Male,29,M,0,1,9,1
Female,45,F,2,3,1,0
Male,34,F,0,104,2,1
Male,70,M,1,1,0,0
Male,26,F,37,37,2,0
Male,23,F,3,7,5,0
Male,27,M,2,2,5,0
Male,44,F,118,119,6,1
Male,23,M,100,16,2,1
Female,23,M,0,1,2,0
Male,27,F,7,8,3,1
Female,46,F,25,1,1,0
Female,27,F,26,27,2,0
Male,45,F,1,1,7,0
Male,42,M,7,8,1,0
Female,24,M,0,1,4,1
Male,20,F,2,2,5,1
Male,49,F,0,22,3,0
Male,29,M,78,79,8,1
Female,52,F,3,2,1,0
Male,37,M,1,1,4,1
Male,26,M,7,7,1,0
Male,53,F,80,1,15,1
Male,47,F,17,17,1,0
Male,38,M,749,49,0,1
Male,25,F,0,0,1,0
Male,21,F,5,130,2,1
Female,40,F,0,0,1,0
Male,38,M,28,0,2,0
Male,23,F,3,3,0,1
Male,24,F,10,11,1,0
Female,44,M,0,34,0,1
Male,64,M,0,1,0,0
Male,38,M,0,1,5,1
Female,45,M,0,1,0,0
Male,49,F,5,5,1,0
Male,44,F,1,1,2,0
Male,51,F,3,3,3,0
Male,50,F,0,4,0,0
Male,33,M,21,22,4,0
Female,54,M,29,30,0,0
Male,28,F,0,16,3,1
Male,33,F,70,11,15,0
Male,42,M,51,2,17,1
Male,34,F,1,1,3,0
Male,38,F,9,9,2,1
Male,21,F,1,44,1,1
Male,33,F,0,0,5,0
Male,32,M,23,23,10,1
Male,45,M,1,1,1,0
Male,30,F,33,5,1,1
Female,29,F,1,2,0,0
Male,44,M,1,1,3,0
Female,51,M,7,2,0,1
Male,27,F,0,1,1,0
Male,28,F,29,178,16,1
Female,30,F,0,0,0,0
Male,27,F,0,1,5,0
Male,21,F,2,2,1,1
Male,21,F,1,7,0,0
Female,34,F,62,63,0,1
Male,24,F,199,69,7,1
Male,32,M,19,19,0,0
Female,38,F,41,32,5,1
Male,56,M,14,15,3,0
Male,31,M,0,1,1,1
Female,25,F,24,25,6,0
Female,20,M,0,1,0,0
Male,35,M,1,2,1,0
Male,33,F,0,0,1,1
Female,40,M,3,4,2,0
Male,27,F,0,40,9,1
Female,21,M,0,1,2,0
Male,38,F,1,1,9,1
Male,20,F,1,0,1,1
Male,30,F,1,0,9,1
Male,36,F,19,214,9,1
Male,23,M,7,8,2,1
Male,39,F,0,71,21,1
Male,29,F,0,1,3,1
Male,58,M,0,1,2,1
Male,23,F,35,35,3,0
Male,23,M,26,59,3,1
Female,68,F,0,1,5,0
Female,26,M,0,0,2,0
Male,51,F,1,4,0,1
Male,40,F,55,250,5,1
Male,51,F,7,45,14,0
Male,27,M,15,26,2,1
Male,49,M,32,0,11,1
Male,36,M,2,3,0,0
Male,28,M,6,3,5,0
Male,20,F,3,4,0,0
Male,21,F,86,6,2,1
Female,31,F,1,1,0,0
Male,57,M,0,1,0,0
Female,61,F,30,50,8,1
Male,35,F,9,42,3,1
Male,54,F,2,2,3,1
Male,39,F,1,1,0,0
Male,24,F,33,33,2,0
Female,29,F,1,10,0,1
Male,48,F,11,11,9,1
Male,30,M,0,1,7,1
Male,26,F,1,2,11,1
Male,37,F,0,58,12,1
Male,26,F,45,16,4,1
Male,29,M,8,9,7,1
Male,26,M,29,1,1,1
Male,60,F,0,1,2,0
Male,27,F,0,4,2,1
Male,41,F,0,468,18,1
Male,22,F,0,4,2,0
Male,28,F,0,0,3,0
Male,33,F,0,1,13,1
Male,28,F,125,5,2,0
Male,55,M,0,3,0,1
Male,21,F,0,9,7,1
Male,28,F,1,2,2,1
Female,29,F,67,9,6,1
Male,45,F,1,1,5,0
Male,24,M,49,9,2,1
Male,50,F,1,38,12,1
Male,24,M,1,2,1,1
Male,47,F,49,50,1,0
Male,54,F,0,1,6,0
Male,30,F,1,1,0,1
Male,53,F,0,1,1,0
Female,31,M,2,2,2,0
Male,31,F,1,69,0,1
Male,23,F,2,2,4,0
Male,47,F,64,1,9,0
Male,24,M,3,2,10,1
Female,22,F,2,3,3,0
Male,45,M,0,0,1,0
Female,30,F,0,1,2,0
Male,30,M,5,6,5,1
Female,43,M,26,198,22,1
Male,50,M,0,0,0,0
Female,24,F,1,33,2,1
Female,42,F,0,8,3,0
Female,29,F,13,10,1,1
Male,25,F,54,43,5,1
Male,36,F,1,56,4,0
Male,24,M,2,2,1,1
Male,31,M,0,1,0,1
Male,23,F,3,243,0,0
Male,29,M,7,0,4,1
Male,51,M,79,79,11,1
Male,34,F,1,1,1,0
Male,29,F,0,38,12,1
Male,39,F,1,73,14,1
Male,59,M,14,1,15,1
Male,23,F,0,68,5,1
Male,31,F,0,56,15,0
Male,34,F,34,35,12,0
Female,63,F,0,0,1,0
Female,21,F,0,29,0,1
Male,47,F,33,1,28,1
Male,58,F,0,48,4,1
Female,40,F,5,5,4,1
Male,36,F,8,34,19,1
Female,23,M,1,15,0,0
Male,34,F,0,1,5,1
Male,56,F,6,7,13,0
Male,56,F,6,7,0,0
Female,50,M,1,2,0,0
Male,25,F,0,78,1,1
Male,22,F,0,210,0,1
Female,43,M,0,0,0,1
Male,30,M,35,35,1,0
Male,29,M,0,36,7,1
Female,74,F,0,1,0,0
Male,27,M,0,2,9,1
Male,37,F,0,1,1,1
Male,39,F,4,4,10,1
Male,29,F,0,0,5,0
Female,35,F,0,1,5,0
Male,29,M,99,99,1,1
Male,36,F,1,1,1,0
Male,61,F,66,66,13,1
Male,26,F,1,27,2,0
Female,26,F,1,1,1,0
Female,39,F,1,1,12,1
Male,22,F,1,33,4,1
Male,28,F,1,7,0,0
Male,51,F,0,38,1,1
Female,35,M,1,1,0,0
Male,29,F,0,1,9,1
Male,20,F,1,32,0,1
Male,24,M,6,185,3,1
Female,23,M,1,1,3,0
Female,33,F,186,1378,5,0
Male,21,F,0,1,2,1
Male,59,M,2,2,3,0
Male,26,F,2,72,4,1
Male,38,F,0,1,2,0
Male,19,M,28,8,11,1
Male,28,F,3,3,2,0
Male,23,F,58,6,2,1
Male,21,F,1,0,3,1
Male,52,M,1,1,0,1
Male,56,F,1,2,12,1
Male,40,M,1,2,1,0
Female,48,M,23,12,8,1
Male,24,M,0,0,5,0
Female,26,F,0,0,0,0
Male,66,F,4,1,1,1
Female,54,F,1,1,6,0
Male,31,M,26,27,4,1
Male,34,F,0,7,0,0
Male,25,F,84,48,9,1
Male,47,F,6,7,2,0
Male,51,F,0,34,13,1
Male,25,F,20,76,0,1
Female,31,F,0,1,2,1
Male,44,F,0,1,2,1
Male,36,F,0,62,1,0
Male,31,F,0,120,0,0
Male,29,F,0,1434,4,1
Female,53,F,10,110,6,1
Male,21,F,456,456,2,1
Female,27,F,0,0,1,1
Female,65,F,0,1,0,0
Male,59,M,1,2,0,0
Male,24,M,3,3,0,0
Male,51,F,2,2,0,1
Male,34,F,0,126,11,1
Male,30,F,0,45,1,1
Male,29,F,33,19,1,1
Male,24,F,4,119,15,1
Male,38,F,2,3,2,1
Female,22,F,0,1,0,0
Male,43,F,3,3,0,0
Male,32,F,55,55,5,1
Male,55,F,1,37,0,0
Male,26,F,8,11,2,0
Female,47,F,3,3,0,0
Male,28,M,0,1,1,1
Male,27,F,0,1,0,1
Male,61,F,3,174,2,1
Male,26,F,2,2,0,0
Male,41,M,29,50,1,0
Female,28,M,0,0,1,1
Male,43,F,1,118,0,1
Male,30,F,70,70,3,0
Male,33,M,6,6,21,1
Female,32,M,1,1,1,0
Male,20,F,129,2155,3,1
Female,37,F,29,29,3,0
Male,28,M,0,1,0,1
Male,41,M,1,17,3,1
Female,33,M,2,2,3,0
Male,25,F,0,1,4,1
Female,30,F,29,30,4,0
Male,20,F,6,6,1,1
Female,42,F,0,0,1,0
Female,40,F,65,66,15,1
Male,21,F,3,3,0,0
Male,39,F,1,2,2,1
Female,24,F,0,4,3,0
Female,24,F,0,42,1,0
Male,29,M,1,1,0,1
